"Worker ID","Link to Individual Worker Page","Number of HITs approved or rejected - Lifetime","Number of HITs approved - Lifetime","Your Lifetime approval rate","Number of HITs approved or rejected - Last 30 days","Number of HITs approved - Last 30 days","Your Last 30 days approval rate","Number of HITs approved or rejected - Last 7 days","Number of HITs approved - Last 7 days","Your Last 7 days approval rate","CURRENT-UK","UPDATE-UK","CURRENT-Trustwords","UPDATE-Trustwords","CURRENT-English Fluency","UPDATE-English Fluency","CURRENT BlockStatus","UPDATE BlockStatus","BlockReason"
"A4LKVXX2513LO","https://master-requester.mturk.com/workers/A4LKVXX2513LO","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A4UVMEBNED9YR","https://master-requester.mturk.com/workers/A4UVMEBNED9YR","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A4VCRGDNRQVFM","https://master-requester.mturk.com/workers/A4VCRGDNRQVFM","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"A4XR158GYZ3QW","https://master-requester.mturk.com/workers/A4XR158GYZ3QW","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A4ZADILH503VE","https://master-requester.mturk.com/workers/A4ZADILH503VE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A4ZBPZ0XIT277","https://master-requester.mturk.com/workers/A4ZBPZ0XIT277","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A524WZ3LA2L2K","https://master-requester.mturk.com/workers/A524WZ3LA2L2K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A5E2P5F1AXYZ1","https://master-requester.mturk.com/workers/A5E2P5F1AXYZ1","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A5JAAQM5LWC76","https://master-requester.mturk.com/workers/A5JAAQM5LWC76","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A5VWC0EA2UYU7","https://master-requester.mturk.com/workers/A5VWC0EA2UYU7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A5ZK7EFIUFBQP","https://master-requester.mturk.com/workers/A5ZK7EFIUFBQP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A62H1UZADLF7Q","https://master-requester.mturk.com/workers/A62H1UZADLF7Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A66RQP0XWTJ67","https://master-requester.mturk.com/workers/A66RQP0XWTJ67","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A6AD5TX2OA8A4","https://master-requester.mturk.com/workers/A6AD5TX2OA8A4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A6CB0N28MHOD3","https://master-requester.mturk.com/workers/A6CB0N28MHOD3","1","1","100.00%","1","1","100.00%","1","1","100.00%","1","","","","1","","Never Blocked","",""
"A6GL5GSLCGXFR","https://master-requester.mturk.com/workers/A6GL5GSLCGXFR","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A6I8ABRMI5ALD","https://master-requester.mturk.com/workers/A6I8ABRMI5ALD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A6JUD4NCQCDWG","https://master-requester.mturk.com/workers/A6JUD4NCQCDWG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A6KH86W7JRZIM","https://master-requester.mturk.com/workers/A6KH86W7JRZIM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A6TLQCPSSXUUU","https://master-requester.mturk.com/workers/A6TLQCPSSXUUU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A6YDORFZZXXPQ","https://master-requester.mturk.com/workers/A6YDORFZZXXPQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A70TBKPGWQZO4","https://master-requester.mturk.com/workers/A70TBKPGWQZO4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A71LNIRT2KCKP","https://master-requester.mturk.com/workers/A71LNIRT2KCKP","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A7204W9E8IR1R","https://master-requester.mturk.com/workers/A7204W9E8IR1R","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A72UL3TWRN4I6","https://master-requester.mturk.com/workers/A72UL3TWRN4I6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A7BHPFTJ4WZ59","https://master-requester.mturk.com/workers/A7BHPFTJ4WZ59","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A7ERZELTAMWL5","https://master-requester.mturk.com/workers/A7ERZELTAMWL5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A7HT0Q11PDMDO","https://master-requester.mturk.com/workers/A7HT0Q11PDMDO","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A7ITDBGVBEZIV","https://master-requester.mturk.com/workers/A7ITDBGVBEZIV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A7NE4VVEPWY5Q","https://master-requester.mturk.com/workers/A7NE4VVEPWY5Q","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A7X2K7IW80TBU","https://master-requester.mturk.com/workers/A7X2K7IW80TBU","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A8289AEOKHKV4","https://master-requester.mturk.com/workers/A8289AEOKHKV4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A8BGHKGBA8O33","https://master-requester.mturk.com/workers/A8BGHKGBA8O33","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A8D3UQYYSWVYM","https://master-requester.mturk.com/workers/A8D3UQYYSWVYM","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"A8HSPSD88CUTS","https://master-requester.mturk.com/workers/A8HSPSD88CUTS","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A8KDSIY4KBYR4","https://master-requester.mturk.com/workers/A8KDSIY4KBYR4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A8NR0933V4TAT","https://master-requester.mturk.com/workers/A8NR0933V4TAT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A8QHRRWGR85D5","https://master-requester.mturk.com/workers/A8QHRRWGR85D5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"A91OXJPTS9K30","https://master-requester.mturk.com/workers/A91OXJPTS9K30","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A9556YGM32REG","https://master-requester.mturk.com/workers/A9556YGM32REG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A98E8M4QLI9RS","https://master-requester.mturk.com/workers/A98E8M4QLI9RS","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"A9AKXVUGZNVTE","https://master-requester.mturk.com/workers/A9AKXVUGZNVTE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A9CWJF6EG53KD","https://master-requester.mturk.com/workers/A9CWJF6EG53KD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A9HHXQNIUNCZA","https://master-requester.mturk.com/workers/A9HHXQNIUNCZA","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"A9UOBCHD8L7ZU","https://master-requester.mturk.com/workers/A9UOBCHD8L7ZU","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"A9YQQIZRWVPIT","https://master-requester.mturk.com/workers/A9YQQIZRWVPIT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AA1A3BSALRM7K","https://master-requester.mturk.com/workers/AA1A3BSALRM7K","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AADRZTXSE7211","https://master-requester.mturk.com/workers/AADRZTXSE7211","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AART7EXG9753","https://master-requester.mturk.com/workers/AART7EXG9753","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AAU9MQCBF5B2L","https://master-requester.mturk.com/workers/AAU9MQCBF5B2L","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AAYHP7JXDP1A7","https://master-requester.mturk.com/workers/AAYHP7JXDP1A7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AB1O66FQ805EG","https://master-requester.mturk.com/workers/AB1O66FQ805EG","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ABAPBC3ZHN8B1","https://master-requester.mturk.com/workers/ABAPBC3ZHN8B1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ABB4DZBB1I8UK","https://master-requester.mturk.com/workers/ABB4DZBB1I8UK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ABGUTGJ2E2MD3","https://master-requester.mturk.com/workers/ABGUTGJ2E2MD3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ABLXAMHV1IQD5","https://master-requester.mturk.com/workers/ABLXAMHV1IQD5","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ABN9IUIM1YA7Y","https://master-requester.mturk.com/workers/ABN9IUIM1YA7Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ABW09XQHUWKK1","https://master-requester.mturk.com/workers/ABW09XQHUWKK1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ABX5OQLR6UNBC","https://master-requester.mturk.com/workers/ABX5OQLR6UNBC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ABZKFJ19BGY5R","https://master-requester.mturk.com/workers/ABZKFJ19BGY5R","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AC3M3W5K21QER","https://master-requester.mturk.com/workers/AC3M3W5K21QER","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AC53GS6RNZLVE","https://master-requester.mturk.com/workers/AC53GS6RNZLVE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AC609RZM2RUQE","https://master-requester.mturk.com/workers/AC609RZM2RUQE","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AC7QPNOH2LELF","https://master-requester.mturk.com/workers/AC7QPNOH2LELF","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ACBK30I7R42NI","https://master-requester.mturk.com/workers/ACBK30I7R42NI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"ACEHV7B8M64Q1","https://master-requester.mturk.com/workers/ACEHV7B8M64Q1","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ACJ6NSCIWMUZI","https://master-requester.mturk.com/workers/ACJ6NSCIWMUZI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"ACRMGVUACM6WH","https://master-requester.mturk.com/workers/ACRMGVUACM6WH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ACXGNNBH4248S","https://master-requester.mturk.com/workers/ACXGNNBH4248S","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AD0NEBNT68FF4","https://master-requester.mturk.com/workers/AD0NEBNT68FF4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AD1ILDUXZHASF","https://master-requester.mturk.com/workers/AD1ILDUXZHASF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AD6JOGDEDAQ4U","https://master-requester.mturk.com/workers/AD6JOGDEDAQ4U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AD7A7J28H5JDT","https://master-requester.mturk.com/workers/AD7A7J28H5JDT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ADC5JQI443L2T","https://master-requester.mturk.com/workers/ADC5JQI443L2T","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ADCDWV9S4TPWZ","https://master-requester.mturk.com/workers/ADCDWV9S4TPWZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"ADLF8HVS3C7IL","https://master-requester.mturk.com/workers/ADLF8HVS3C7IL","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"ADR5NXD0FGONS","https://master-requester.mturk.com/workers/ADR5NXD0FGONS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ADTYPTCW8QUQ8","https://master-requester.mturk.com/workers/ADTYPTCW8QUQ8","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"ADWCD40W067AQ","https://master-requester.mturk.com/workers/ADWCD40W067AQ","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"ADXII46SVWWY1","https://master-requester.mturk.com/workers/ADXII46SVWWY1","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"ADXRJFEHIDXRE","https://master-requester.mturk.com/workers/ADXRJFEHIDXRE","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"ADYW71TU6KZFK","https://master-requester.mturk.com/workers/ADYW71TU6KZFK","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AE1YA7Q3UKPRI","https://master-requester.mturk.com/workers/AE1YA7Q3UKPRI","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AE2QWV0TZNJAN","https://master-requester.mturk.com/workers/AE2QWV0TZNJAN","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AEGY4PZBV74AF","https://master-requester.mturk.com/workers/AEGY4PZBV74AF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AEJKD2E3MQKW5","https://master-requester.mturk.com/workers/AEJKD2E3MQKW5","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AEPITKAWZ6FCT","https://master-requester.mturk.com/workers/AEPITKAWZ6FCT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AEV815WVDIAJQ","https://master-requester.mturk.com/workers/AEV815WVDIAJQ","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AFBDV3EBZRN8J","https://master-requester.mturk.com/workers/AFBDV3EBZRN8J","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AFK9ALQK5GPNG","https://master-requester.mturk.com/workers/AFK9ALQK5GPNG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AFKZZEURTCR8U","https://master-requester.mturk.com/workers/AFKZZEURTCR8U","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AFL7N7F8HI2F0","https://master-requester.mturk.com/workers/AFL7N7F8HI2F0","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AFOEJZ2GZY60C","https://master-requester.mturk.com/workers/AFOEJZ2GZY60C","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AFPMG8TLP1TND","https://master-requester.mturk.com/workers/AFPMG8TLP1TND","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AFUO1VYEFRMO4","https://master-requester.mturk.com/workers/AFUO1VYEFRMO4","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AFUPQ61YDVIBQ","https://master-requester.mturk.com/workers/AFUPQ61YDVIBQ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AG1BNU31ZP490","https://master-requester.mturk.com/workers/AG1BNU31ZP490","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AG5EHYPK2J04","https://master-requester.mturk.com/workers/AG5EHYPK2J04","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AG6JSZQZOT8ZD","https://master-requester.mturk.com/workers/AG6JSZQZOT8ZD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AG8M7ZOYN06RB","https://master-requester.mturk.com/workers/AG8M7ZOYN06RB","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AGCXEWL0P9C0B","https://master-requester.mturk.com/workers/AGCXEWL0P9C0B","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AGEU3VFG2D6HY","https://master-requester.mturk.com/workers/AGEU3VFG2D6HY","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AGLIQ5ODCVBNZ","https://master-requester.mturk.com/workers/AGLIQ5ODCVBNZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AGQPTDG6ZF3T3","https://master-requester.mturk.com/workers/AGQPTDG6ZF3T3","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AGXCUIUSIXBVM","https://master-requester.mturk.com/workers/AGXCUIUSIXBVM","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AH00EJ6PK1H3A","https://master-requester.mturk.com/workers/AH00EJ6PK1H3A","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AH3W6E7W1EU0D","https://master-requester.mturk.com/workers/AH3W6E7W1EU0D","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AH7BPL710ZDFH","https://master-requester.mturk.com/workers/AH7BPL710ZDFH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AHA28L276D6OX","https://master-requester.mturk.com/workers/AHA28L276D6OX","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AHIUT7MMI2USZ","https://master-requester.mturk.com/workers/AHIUT7MMI2USZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AHQ3B68VYJIVZ","https://master-requester.mturk.com/workers/AHQ3B68VYJIVZ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AHRDVUX88UJSM","https://master-requester.mturk.com/workers/AHRDVUX88UJSM","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AHWF0QIK9VTDS","https://master-requester.mturk.com/workers/AHWF0QIK9VTDS","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AHYXP6QIMYJLD","https://master-requester.mturk.com/workers/AHYXP6QIMYJLD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AI1724S19KN4E","https://master-requester.mturk.com/workers/AI1724S19KN4E","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AI36KKO6150Q6","https://master-requester.mturk.com/workers/AI36KKO6150Q6","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AI8A9G2N9JJ4S","https://master-requester.mturk.com/workers/AI8A9G2N9JJ4S","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AIGFNI8B0NUUN","https://master-requester.mturk.com/workers/AIGFNI8B0NUUN","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AIM6UIPPVF05M","https://master-requester.mturk.com/workers/AIM6UIPPVF05M","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AINCJJNTNUM5R","https://master-requester.mturk.com/workers/AINCJJNTNUM5R","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AIO5H68532ALN","https://master-requester.mturk.com/workers/AIO5H68532ALN","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"AIP4QLDLZ3E5A","https://master-requester.mturk.com/workers/AIP4QLDLZ3E5A","2","2","100.00%","2","2","100.00%","0","0","0.00%","1","","","","1","","Never Blocked","",""
"AIR4UQNPIMFCJ","https://master-requester.mturk.com/workers/AIR4UQNPIMFCJ","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AISNLDPD2DFEG","https://master-requester.mturk.com/workers/AISNLDPD2DFEG","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","","","Never Blocked","",""
"AIUKV0KVALMY6","https://master-requester.mturk.com/workers/AIUKV0KVALMY6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJAF7U314ETOC","https://master-requester.mturk.com/workers/AJAF7U314ETOC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJFB5KQLNYW03","https://master-requester.mturk.com/workers/AJFB5KQLNYW03","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJFVK3O1D7SPE","https://master-requester.mturk.com/workers/AJFVK3O1D7SPE","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AJJBSFC6NPUI6","https://master-requester.mturk.com/workers/AJJBSFC6NPUI6","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJPR3X8RUMDVV","https://master-requester.mturk.com/workers/AJPR3X8RUMDVV","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJQ867OTQSHVC","https://master-requester.mturk.com/workers/AJQ867OTQSHVC","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJQGWGESKQT4Y","https://master-requester.mturk.com/workers/AJQGWGESKQT4Y","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AJSEVVPJVIH1A","https://master-requester.mturk.com/workers/AJSEVVPJVIH1A","3","3","100.00%","3","3","100.00%","3","3","100.00%","","","1","","1","","Never Blocked","",""
"AJVOVX0RK2LHH","https://master-requester.mturk.com/workers/AJVOVX0RK2LHH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AJWES6SFIP3AT","https://master-requester.mturk.com/workers/AJWES6SFIP3AT","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AK3H5QRAROFGP","https://master-requester.mturk.com/workers/AK3H5QRAROFGP","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AK467M5VTG7N4","https://master-requester.mturk.com/workers/AK467M5VTG7N4","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AK4P9U9NS9DQF","https://master-requester.mturk.com/workers/AK4P9U9NS9DQF","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKB7TID4MBYL7","https://master-requester.mturk.com/workers/AKB7TID4MBYL7","1","1","100.00%","0","0","0.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"AKE8LLNPMBEHG","https://master-requester.mturk.com/workers/AKE8LLNPMBEHG","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKHYHJIQNGWIL","https://master-requester.mturk.com/workers/AKHYHJIQNGWIL","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKIVKZX0MUZ6H","https://master-requester.mturk.com/workers/AKIVKZX0MUZ6H","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKMQH2MGTUWO9","https://master-requester.mturk.com/workers/AKMQH2MGTUWO9","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AKQWJ8Y1TMHX0","https://master-requester.mturk.com/workers/AKQWJ8Y1TMHX0","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKRLNTJH7I5CH","https://master-requester.mturk.com/workers/AKRLNTJH7I5CH","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AKSJ3C5O3V9RB","https://master-requester.mturk.com/workers/AKSJ3C5O3V9RB","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","","","1","","Never Blocked","",""
"AKTGUT155R45V","https://master-requester.mturk.com/workers/AKTGUT155R45V","1","1","100.00%","1","1","100.00%","0","0","0.00%","1","","","","0","","Never Blocked","",""
"AKVDY8OXNMQED","https://master-requester.mturk.com/workers/AKVDY8OXNMQED","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AL2DWB1NI4QQW","https://master-requester.mturk.com/workers/AL2DWB1NI4QQW","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AL3UGBNTPA0I7","https://master-requester.mturk.com/workers/AL3UGBNTPA0I7","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AL4G180SOE4E6","https://master-requester.mturk.com/workers/AL4G180SOE4E6","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AL59YZD2I9B2","https://master-requester.mturk.com/workers/AL59YZD2I9B2","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AL7L4BS9AW3TI","https://master-requester.mturk.com/workers/AL7L4BS9AW3TI","2","2","100.00%","2","2","100.00%","2","2","100.00%","","","1","","1","","Never Blocked","",""
"AL83KKXUORS9Y","https://master-requester.mturk.com/workers/AL83KKXUORS9Y","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
"AL9I2FYKDI2DD","https://master-requester.mturk.com/workers/AL9I2FYKDI2DD","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","","","Never Blocked","",""
"AL9QYC48IIMHA","https://master-requester.mturk.com/workers/AL9QYC48IIMHA","1","1","100.00%","1","1","100.00%","1","1","100.00%","","","","","1","","Never Blocked","",""
